Victim_Age,Crime_Scene_Temperature,Suspect_Height,Evidence_Weight,Witness_Age,Murder_Weapon_Length
54.96714153011233,21.60752634756389,80.22429371500228,24.155424259516746,54.337709420383185,5.196412291358114
48.61735698828815,23.472502684731737,79.24985388803499,31.560114824505025,72.15242965218721,4.871783542246793
56.47688538100692,22.013094694774285,60.952202312917635,35.30377274965931,57.62175783237218,6.9035815120390716
65.23029856408026,25.5520902347306,83.69376332645608,41.19735128739753,61.086831176611675,8.065662282852442
47.658466252766644,30.985892657309563,52.64875986635073,48.193298612855024,68.60868727965261,6.3736938882692336
47.6586304305082,21.144789214293976,65.18723511359507,45.55308754697411,59.29243911781271,7.0230875023409265
65.79212815507391,30.004102488842072,45.013682806532884,30.565401612420118,38.18582570004169,4.5651915353871715
57.67434729152909,21.091639638265562,98.37939775444222,37.02630190267478,72.48705005464257,5.250809612278269
45.30525614065048,20.761863937515578,71.52675759082057,40.61100470962053,75.05914595898062,7.9714641471992795
55.42560043585965,29.09297309171607,107.50326052224467,37.902343004428005,38.026606900794675,6.053422920516457
45.365823071875376,29.609681890038082,87.04424889779243,37.845638193053645,47.48050553206154,4.515940248474369
45.34270246429743,29.25704968381327,81.72147320026536,26.218053402765825,84.28655540982612,5.0651011095747505
52.41962271566034,18.421012958909294,66.20658458578501,30.778126790882876,62.78441614204694,7.0743025806091
30.86719755342202,22.670245109639747,59.3047494646887,36.77648120688581,60.04261527924438,7.2524540206482975
32.75082167486967,29.114942960016606,82.84457360845418,15.254194600438701,54.883399115405155,3.3157377167604523
44.37712470759027,25.207709202819473,73.92728986090526,45.12515456007883,47.63156818972038,5.725182550093741
39.87168879665576,19.63153576901268,54.910945267720486,29.018567202311445,57.666988292323396,4.9843143148933775
53.142473325952736,27.29158969562721,52.247123752375224,45.4947050661211,71.69307286998853,4.8689283037925835
40.91975924478789,21.425963705042648,60.61944406284624,44.79132803576728,59.81186448742801,7.660615900861432
35.87696298664709,33.97262424196106,102.31450837899345,35.65045565510093,67.32340903071658,4.524923720212148
64.65648768921554,32.724207312091295,108.19916877016956,48.004386605612304,81.18848578207876,3.8488457934497564
47.74223699513465,28.020487131777838,78.07483720963364,45.94557875939947,53.03426183464568,3.3700173912629716
50.67528204687924,31.80503352384887,77.23414194361932,37.528308233322875,63.6344988079013,4.650906137588711
35.75251813786544,25.323956750616905,69.95519442255718,36.625923078466414,72.05272273122813,3.5295074624436897
44.556172754748175,28.827187471875078,60.98271977535747,48.77786228531485,48.80515639840084,3.2704364749218953
51.10922589709866,32.388601476510374,95.62768586410866,41.856110715261316,62.13663393678966,3.220059748665811
38.490064225776976,26.227493408971565,103.10364590845704,48.357577346945135,82.46789429551633,3.338914591786401
53.75698018345672,23.72406414242858,61.598713712410714,20.888207405178104,55.91699543448221,3.478335221965319
43.99361310081195,16.476890209114423,73.75742432363097,40.787880776155696,72.82015845604548,5.798105443317082
47.083062502067236,24.58433237139253,68.25200548934748,27.380727304245017,58.306357473482734,1.0800349547857242
43.98293387770603,29.117115922811557,68.69641387702535,39.793691940105894,81.59504420780388,3.596493504032953
68.52278184508938,29.72816713783815,92.78862383144794,45.71056166676707,40.25438533395474,4.799740185283535
49.86502775262066,27.521825328592048,55.320576819508176,53.91312116599282,60.77947429212341,7.297249240356278
39.422890710440996,22.2935045251888,81.9970453640446,32.49466617250251,42.25374365824932,4.5081459218468325
58.225449121031886,15.115892155262047,85.92357160958798,35.79436155758414,51.58947820462927,4.693353264234652
37.791563500289776,22.523924509976325,72.86773239597271,39.2357367433957,51.51817457645767,4.82410659204376
52.08863595004755,23.478275644730243,88.3960174048016,32.20375118830488,56.79652431439375,1.3526246924445475
30.403298761202244,23.43535516404993,77.21477760806175,47.82847783031406,45.74050379165616,6.318186201849863
36.71813951101569,28.092781784889624,93.25694881734168,39.43924363707501,59.13912530928585,6.234843140422749
51.96861235869123,34.928382055074195,52.166920426112185,40.97565618700837,65.52559805377413,6.628992318573346
57.38466579995411,25.617646009205465,69.76837108489696,44.96138501419327,41.617162408541205,10.01169610605658
51.7136828118997,23.916341054217693,73.92280285723449,39.42630786899672,52.38081011964634,2.4029567940255805
48.843517176117594,23.703890934979537,34.91688923292976,33.459686974593076,90.49190559315628,2.0239466707886526
46.98896304410711,25.62192383453857,58.710708996321976,39.495838093612264,63.95084566639019,6.411734629197976
35.214780096325725,20.858531198258007,62.79601118461821,33.15054912389289,38.187105549818796,4.325021797628616
42.801557916052914,25.600992793730274,89.22308992235024,40.86384711293189,43.194409622882546,3.028743492926119
45.393612290402125,27.254061681659,64.397349805281,47.975501766414375,62.71085094447434,4.434875064358062
60.57122226218915,26.04843031787244,62.728815190410344,30.600173661821344,61.20799246289085,3.763312749816558
53.43618289568462,27.287709670023908,87.26228670984287,27.741031988463263,52.95068637958944,8.449554135594333
32.36959844637266,27.168738046742675,50.73134031314918,40.39399948735739,86.31977948265572,9.523624608046603
53.24083969394795,16.14051658876778,43.93133898834642,33.85760306604875,91.42474585042385,1.7288774173130683
46.149177195836835,28.184350791977018,69.57611549895981,40.25396219529575,56.82739968180332,2.046902373466726
43.23077999694041,21.64492577168773,53.28439847882467,42.56322816487761,70.47548239112086,3.481263990736186
56.11676288840868,19.52080418498021,53.854810580105266,22.850510168571684,71.07799405585203,3.620943916641976
60.30999522495951,19.47774086072502,83.60150687531973,45.51879542126834,72.67047767373093,3.449479106603162
59.31280119116199,27.167708052362645,88.13960756868869,30.64265197635801,52.318976138713154,4.611531640912973
41.607824767773614,23.887125363875736,86.83296323778188,39.82121639548248,83.27339060664644,4.106330398556119
46.907876241487855,16.590156080072944,91.6316499046085,34.72494131649256,59.17683364518709,2.292774814209364
53.31263431403564,27.390189075961416,93.61701480022202,35.584343881725644,65.06390497230133,2.946383518272038
59.75545127122359,17.801959346005862,43.07114686759604,53.551663516943904,60.024522122739725,8.092677664419128
45.2082576215471,25.699106792591053,81.756179398942,42.554140166365286,58.323765932414894,4.285103506530634
